uid,province_id,province,year,co2_emissions,gdp,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gfindex,green_finance_pilot
5211,27,Guizhou,2011,161835215.3,5690.5,155,175,0.033,0.11,0.193,0.022,0.059,0.049,6.108,0.225,0
5212,27,Guizhou,2012,164789853.2,6828.1,271,283,0.037,0.116,0.225,0.024,0.059,0.054,4.869,0.378,0
5213,27,Guizhou,2013,184366876.9,8079.9,294,348,0.04,0.116,0.193,0.026,0.06,0.051,4.705,0.316,0
5214,27,Guizhou,2014,184466459,9297.5,502,471,0.041,0.118,0.173,0.036,0.058,0.057,3.969,0.32,0
5215,27,Guizhou,2015,178585224.5,10887.1,495,576,0.041,0.122,0.137,0.036,0.06,0.053,3.816,0.249,0
5216,27,Guizhou,2016,192573023,12133.9,608,657,0.042,0.121,0.135,0.055,0.064,0.057,3.482,0.262,0
5217,27,Guizhou,2017,199679779.2,14067.3,863,1027,0.044,0.133,0.125,0.047,0.066,0.062,2.904,0.331,1
5218,27,Guizhou,2018,209301617.4,15886.6,1209,1315,0.045,0.128,0.11,0.053,0.063,0.055,2.652,0.153,1
5219,27,Guizhou,2019,214417494.6,17251.8,961,1505,0.046,0.136,0.107,0.072,0.066,0.063,2.344,0.277,1
5220,27,Guizhou,2020,220897150.6,18308.3,1313,1670,0.046,0.147,0.106,0.047,0.072,0.064,2.476,0.356,1
5221,27,Guizhou,2021,226784891.7,19921.3,1216,1246,0.044,0.142,0.103,0.047,0.075,0.065,2.241,0.249,1
5222,27,Guizhou,2022,225588087.3,20579.5,1433,983,0.044,0.141,0.102,0.048,0.075,0.064,2.477,0.227,1
5223,27,Guizhou,2023,233239900,21513.7,1940,1036,0.045,0.14,0.102,0.049,0.075,0.065,2.677,0.252,1
2100,28,Liaoning,2000,176690927.1,4703.7,130,160,0.025,0.07,0.109,0.017,0.034,0.032,4.415,0.281,0
2101,28,Liaoning,2001,175640064.7,5074.9,124,202,0.027,0.075,0.11,0.013,0.04,0.034,4.256,0.371,0
2102,28,Liaoning,2002,186956808.5,5507.8,137,219,0.025,0.075,0.11,0.02,0.038,0.035,4.217,0.264,0
2103,28,Liaoning,2003,206153670.1,5973.6,220,269,0.027,0.082,0.131,0.027,0.043,0.036,3.867,0.389,0
2104,28,Liaoning,2004,224856816.6,6547.7,207,267,0.03,0.084,0.107,0.025,0.044,0.037,4.224,0.365,0
2105,28,Liaoning,2005,246833363.4,7342.2,281,284,0.028,0.089,0.108,0.024,0.045,0.039,3.395,0.323,0
2106,28,Liaoning,2006,265732209.2,8489.3,410,325,0.032,0.093,0.111,0.02,0.05,0.044,2.928,0.445,0
2107,28,Liaoning,2007,286832955.4,10422.8,445,369,0.029,0.094,0.095,0.016,0.046,0.043,2.482,0.211,0
2108,28,Liaoning,2008,298983651.6,12303,538,501,0.033,0.099,0.09,0.023,0.054,0.046,2.271,0.376,0
2109,28,Liaoning,2009,321139541.2,13003.2,641,735,0.034,0.1,0.082,0.028,0.054,0.048,2.271,0.281,0
2110,28,Liaoning,2010,364659206.4,14105.8,776,784,0.038,0.107,0.059,0.031,0.056,0.048,1.792,0.351,0
2111,28,Liaoning,2011,388205915,16585.3,1081,848,0.034,0.108,0.057,0.03,0.057,0.047,1.43,0.19,0
2112,28,Liaoning,2012,407436664.7,18127.6,1482,952,0.039,0.113,0.062,0.038,0.056,0.048,1.307,0.283,0
2113,28,Liaoning,2013,419151649.8,19534.3,1945,962,0.039,0.119,0.053,0.04,0.058,0.055,1.341,0.332,0
2114,28,Liaoning,2014,426753234.9,20381.5,1482,1068,0.038,0.121,0.055,0.042,0.063,0.051,1.289,0.263,0
2115,28,Liaoning,2015,417136777.3,20657.8,1697,1344,0.041,0.13,0.063,0.05,0.063,0.059,1.327,0.386,0
2116,28,Liaoning,2016,398572946.9,20832,2244,1633,0.041,0.126,0.077,0.037,0.067,0.055,1.846,0.241,0
2117,28,Liaoning,2017,410853185.2,22105.4,2207,2202,0.045,0.135,0.084,0.04,0.071,0.056,1.796,0.348,0
2118,28,Liaoning,2018,434582947.7,24113.5,2790,2462,0.047,0.132,0.07,0.03,0.067,0.058,1.668,0.223,0
2119,28,Liaoning,2019,445691948.9,25665.9,2536,3264,0.05,0.142,0.091,0.042,0.07,0.06,1.732,0.335,0
2120,28,Liaoning,2020,442806243.7,25839,2446,4206,0.047,0.139,0.084,0.034,0.069,0.065,1.846,0.272,0
2121,28,Liaoning,2021,467131431.7,28471,2647,4007,0.047,0.152,0.084,0.023,0.076,0.071,1.751,0.339,0
2122,28,Liaoning,2022,458989463.3,29739.7,2646,3582,0.047,0.153,0.085,0.022,0.078,0.071,1.462,0.358,0
2123,28,Liaoning,2023,478343612.6,31389.8,2475,3491,0.048,0.151,0.083,0.023,0.079,0.072,1.205,0.388,0
5000,29,Chongqing,2000,52337772.92,1841.4,7,37,0.025,0.073,0.338,0.015,0.038,0.033,13.085,0.418,0
5001,29,Chongqing,2001,53914802.9,2038.9,20,54,0.022,0.074,0.354,0.019,0.037,0.033,12.942,0.299,0
5002,29,Chongqing,2002,56748344.53,2310.3,25,60,0.024,0.076,0.301,0.016,0.041,0.033,13.222,0.279,0
5003,29,Chongqing,2003,63289817.31,2654.4,38,111,0.025,0.082,0.305,0.018,0.041,0.036,10.891,0.298,0
5004,29,Chongqing,2004,71510102.29,3103.2,32,121,0.028,0.08,0.256,0.022,0.04,0.035,10.474,0.235,0
5005,29,Chongqing,2005,80021848.92,3491.6,66,141,0.028,0.082,0.243,0.017,0.041,0.036,8.083,0.156,0
5006,29,Chongqing,2006,97053858.97,3949,82,218,0.028,0.091,0.214,0.021,0.048,0.041,6.761,0.331,0
5007,29,Chongqing,2007,104835053.5,4837.5,146,208,0.034,0.094,0.211,0.02,0.047,0.042,6.773,0.321,0
5008,29,Chongqing,2008,108779308.3,5978.8,146,233,0.029,0.093,0.165,0.025,0.049,0.042,5.455,0.165,0
5009,29,Chongqing,2009,112666255.4,6744.1,307,397,0.035,0.107,0.198,0.026,0.051,0.048,4.891,0.309,0
5010,29,Chongqing,2010,118286366.3,8186.5,370,471,0.032,0.104,0.167,0.03,0.053,0.046,3.801,0.209,0
5011,29,Chongqing,2011,125844348.4,10314.1,592,737,0.034,0.102,0.105,0.05,0.055,0.047,3.624,0.165,0
5012,29,Chongqing,2012,127918873,11797.8,666,836,0.037,0.111,0.128,0.049,0.055,0.051,2.93,0.275,0
5013,29,Chongqing,2013,138989805.5,13275.8,692,865,0.042,0.118,0.102,0.042,0.062,0.052,3.058,0.381,0
5014,29,Chongqing,2014,148431422.3,14911.7,1071,1157,0.043,0.126,0.125,0.038,0.063,0.054,2.543,0.387,0
5015,29,Chongqing,2015,150142926.7,16305.9,1943,1997,0.042,0.121,0.084,0.055,0.065,0.05,2.371,0.251,0
5016,29,Chongqing,2016,156090395.2,18271.1,1537,1821,0.041,0.13,0.123,0.043,0.066,0.06,2.342,0.321,0
5017,29,Chongqing,2017,158984946.3,20260.8,1652,2166,0.044,0.128,0.097,0.06,0.069,0.06,2.157,0.324,0
5018,29,Chongqing,2018,163651519.4,21866.8,2014,2055,0.048,0.13,0.104,0.052,0.072,0.061,2.055,0.318,0
5019,29,Chongqing,2019,165075533.4,23689.6,2393,2405,0.043,0.136,0.083,0.053,0.072,0.064,1.789,0.258,0
5020,29,Chongqing,2020,165423585.3,25158.1,2601,3236,0.044,0.139,0.073,0.056,0.074,0.064,1.701,0.274,0
5021,29,Chongqing,2021,170228892.5,28092.5,2949,2676,0.048,0.143,0.09,0.054,0.075,0.065,1.719,0.288,0
5022,29,Chongqing,2022,169049683.2,28771.8,3303,2342,0.047,0.143,0.092,0.053,0.074,0.067,1.454,0.291,0
5023,29,Chongqing,2023,181041879.5,30614.3,3563,2585,0.047,0.143,0.094,0.053,0.075,0.069,1.22,0.32,0
6300,30,Qinghai,2000,24196067.99,266.6,2,9,0.023,0.07,1.665,0.005,0.035,0.033,16.966,0.396,0
6301,30,Qinghai,2001,24703978.78,303.6,3,4,0.024,0.074,2.037,0.007,0.036,0.034,21.061,0.474,0
6302,30,Qinghai,2002,26682478.88,345.1,2,3,0.027,0.078,2.009,0.008,0.039,0.036,20.15,0.568,0
6303,30,Qinghai,2003,30098376.2,390.4,1,4,0.028,0.083,1.949,0.012,0.043,0.035,20.713,0.57,0
6304,30,Qinghai,2004,35393047.14,450,0,2,0.031,0.085,1.836,0.008,0.047,0.041,19.505,0.649,0
6305,30,Qinghai,2005,38720132.95,506,5,4,0.026,0.085,1.584,0.009,0.047,0.04,17.273,0.422,0
6306,30,Qinghai,2006,46611283.6,592.7,6,5,0.033,0.096,1.514,0.01,0.05,0.04,8.788,0.617,0
6307,30,Qinghai,2007,53449352.23,729.4,8,6,0.029,0.098,1.095,0.009,0.048,0.046,13.017,0.426,0
6308,30,Qinghai,2008,53357597.69,909.2,12,9,0.033,0.095,0.967,0.01,0.052,0.042,9.351,0.371,0
6309,30,Qinghai,2009,54502298.42,953.3,16,14,0.035,0.105,1.167,0.014,0.052,0.047,8.148,0.466,0
6310,30,Qinghai,2010,58616099.48,1160.8,16,17,0.032,0.106,1.036,0.019,0.057,0.051,5.034,0.489,0
6311,30,Qinghai,2011,63463286.04,1388.3,12,15,0.039,0.114,0.841,0.02,0.055,0.048,6.191,0.5,0
6312,30,Qinghai,2012,66443066.09,1547.9,35,36,0.037,0.111,0.722,0.018,0.059,0.049,4.921,0.401,0
6313,30,Qinghai,2013,69862485.33,1736.1,61,18,0.039,0.119,0.646,0.03,0.061,0.056,3.617,0.531,0
6314,30,Qinghai,2014,70323202.62,1875.1,53,46,0.04,0.111,0.687,0.024,0.061,0.049,4.216,0.378,0
6315,30,Qinghai,2015,76254603.34,2054.3,85,116,0.041,0.117,0.508,0.041,0.057,0.051,5.679,0.303,0
6316,30,Qinghai,2016,78591389.32,2310.7,125,116,0.039,0.118,0.668,0.029,0.061,0.054,3.042,0.288,0
6317,30,Qinghai,2017,79881559.49,2517,137,190,0.042,0.132,0.664,0.021,0.067,0.065,2.994,0.499,0
6318,30,Qinghai,2018,82721746.56,2799.9,178,271,0.04,0.13,0.508,0.024,0.065,0.062,4.204,0.272,0
6319,30,Qinghai,2019,81588623.14,3020.2,169,315,0.047,0.134,0.644,0.022,0.069,0.057,5.02,0.431,0
6320,30,Qinghai,2020,80617612.3,3080.6,235,425,0.049,0.136,0.746,0.029,0.073,0.06,2.912,0.465,0
6321,30,Qinghai,2021,84550523.4,3446.3,263,428,0.052,0.142,0.755,0.026,0.077,0.066,3.065,0.615,0
6322,30,Qinghai,2022,85118819.98,3677.4,329,348,0.053,0.144,0.763,0.026,0.077,0.065,3.097,0.624,0
6323,30,Qinghai,2023,92762593.03,3849.2,441,345,0.052,0.145,0.779,0.026,0.078,0.067,3.186,0.662,0
2300,31,Heilongjiang,2000,104881427.7,2881.9,43,114,0.025,0.074,0.176,0.02,0.038,0.033,7.18,0.439,0
2301,31,Heilongjiang,2001,107979180.6,3074.1,40,91,0.025,0.07,0.14,0.025,0.037,0.031,7.148,0.247,0
2302,31,Heilongjiang,2002,116042344.8,3278.2,73,126,0.024,0.076,0.154,0.022,0.038,0.034,6.075,0.255,0
2303,31,Heilongjiang,2003,126214180,3649.8,71,155,0.028,0.082,0.158,0.026,0.041,0.037,6.095,0.393,0
2304,31,Heilongjiang,2004,135344002,4180.3,135,137,0.026,0.082,0.154,0.027,0.042,0.036,5.624,0.263,0
2305,31,Heilongjiang,2005,143425719.1,4804.5,143,167,0.031,0.089,0.149,0.021,0.048,0.041,4.607,0.413,0
2306,31,Heilongjiang,2006,148843955,5386.1,211,178,0.026,0.085,0.121,0.022,0.043,0.042,5.015,0.176,0
2307,31,Heilongjiang,2007,156932291.5,6193.7,255,239,0.031,0.092,0.148,0.02,0.049,0.039,4.26,0.219,0
2308,31,Heilongjiang,2008,159526424.4,7215.1,286,270,0.034,0.104,0.128,0.026,0.05,0.047,3.863,0.437,0
2309,31,Heilongjiang,2009,162761801.6,7315.8,325,321,0.033,0.105,0.144,0.029,0.056,0.048,3.418,0.336,0
2310,31,Heilongjiang,2010,173373789,8434.7,392,361,0.034,0.106,0.117,0.034,0.054,0.051,3.029,0.292,0
2311,31,Heilongjiang,2011,180515957.8,10074,444,449,0.038,0.112,0.094,0.036,0.053,0.051,2.571,0.312,0
2312,31,Heilongjiang,2012,182531440.4,11171,528,638,0.038,0.111,0.087,0.043,0.056,0.047,2.801,0.247,0
2313,31,Heilongjiang,2013,187451366.9,12017,777,655,0.038,0.115,0.092,0.051,0.058,0.049,2.611,0.242,0
2314,31,Heilongjiang,2014,182866174.1,12357.1,950,734,0.042,0.124,0.117,0.046,0.066,0.057,2.481,0.428,0
2315,31,Heilongjiang,2015,180800977.2,12023.2,1188,978,0.041,0.125,0.116,0.063,0.06,0.052,2.417,0.286,0
2316,31,Heilongjiang,2016,180166854.6,12280.9,1000,1031,0.042,0.118,0.118,0.042,0.059,0.054,2.503,0.176,0
2317,31,Heilongjiang,2017,187998552,12659.5,978,1021,0.045,0.127,0.109,0.069,0.062,0.061,2.744,0.27,0
2318,31,Heilongjiang,2018,192378913.7,13205.7,1222,935,0.041,0.133,0.105,0.051,0.066,0.061,2.669,0.207,0
2319,31,Heilongjiang,2019,192659861.7,13962.5,1277,1228,0.046,0.142,0.174,0.078,0.073,0.064,3.411,0.374,0
2320,31,Heilongjiang,2020,195478907.6,14000.1,1244,1721,0.042,0.136,0.144,0.087,0.071,0.063,3.377,0.246,0
2321,31,Heilongjiang,2021,205439885.6,15292.8,1377,1669,0.05,0.142,0.148,0.053,0.075,0.065,3.221,0.317,0
2322,31,Heilongjiang,2022,203734318.9,16359.2,1385,1254,0.051,0.143,0.15,0.054,0.075,0.065,2.786,0.345,0
2323,31,Heilongjiang,2023,214795337.2,16470.7,1536,1210,0.05,0.143,0.151,0.054,0.074,0.065,2.56,0.336,0
